8.40	78.50	65.11
21.58	76.82	62.84
-63.62	34.72	41.27
-64.10	45.05	35.55
-74.57	33.00	20.26
-73.90	44.21	12.03
-69.83	45.21	24.43
-63.79	56.27	28.79
-62.34	67.93	20.88
-65.84	67.62	6.88
-59.13	79.67	11.69
-71.19	55.23	2.68
-55.95	92.60	1.93
-68.14	23.72	38.20
-74.00	-2.77	30.67
-71.12	10.90	34.57
-73.31	21.78	27.66
-76.74	19.73	16.02
-74.26	-30.38	20.38
-76.25	-16.97	26.23
-65.39	-52.24	9.71
-70.42	-42.31	14.61
-75.31	-33.02	8.05
-74.35	-34.88	-4.61
-78.07	-22.11	0.94
-77.86	5.86	11.47
-78.61	17.73	3.57
-77.62	-5.80	18.99
-79.34	-8.29	6.50
-80.00	-10.15	-6.41
-78.57	-11.14	-19.41
-59.43	-60.80	6.54
-64.32	-54.50	-1.39
-54.25	-65.96	-16.77
-59.62	-58.20	-26.40
-62.41	-56.61	-13.50
-68.99	-46.25	-9.48
-72.37	-36.16	-17.47
-45.04	-67.25	-42.79
-49.51	-58.43	-52.87
-55.53	-59.00	-39.84
-31.45	-63.47	-67.15
-34.74	-56.18	-77.05
-42.63	-57.55	-65.61
-53.07	-49.09	-63.03
-55.55	-38.26	-73.57
-60.93	-37.68	-58.63
-70.32	-37.32	-30.80
-74.46	-24.38	-25.12
-64.10	-48.96	-35.87
-66.63	-37.81	-44.64
-67.54	-24.88	-52.89
-75.73	-11.30	-32.43
-69.96	-11.11	-61.03
-72.69	-11.12	-45.96
-51.74	-69.09	4.69
-29.68	-81.86	1.32
-41.71	-76.46	3.07
-48.34	-72.15	-7.00
-44.20	-73.97	-19.49
-3.11	-87.27	-2.04
-16.52	-85.55	-0.48
21.69	-84.47	-3.33
9.81	-86.52	-3.14
2.41	-87.57	-13.53
8.61	-85.60	-24.83
-5.41	-86.24	-24.56
-32.62	-80.67	-21.75
-39.39	-74.84	-32.43
-24.75	-83.69	-11.07
-19.40	-84.79	-23.50
-13.25	-82.94	-35.96
-33.28	-73.63	-45.19
-6.48	-79.43	-48.73
-20.39	-77.56	-47.14
-26.48	-70.92	-57.48
-20.06	-66.88	-69.37
32.15	-80.90	-1.73
28.00	-82.56	-12.45
46.17	-71.65	-18.79
41.65	-72.10	-31.77
34.96	-78.58	-21.98
22.31	-83.46	-24.07
15.42	-81.88	-36.29
58.66	-56.28	-37.34
54.29	-55.82	-50.97
48.56	-64.73	-41.68
64.81	-36.80	-52.92
61.52	-34.93	-65.11
57.95	-45.35	-58.72
48.76	-53.50	-64.76
43.53	-50.36	-79.77
36.36	-59.84	-69.61
22.43	-75.91	-47.69
7.94	-78.85	-49.04
36.13	-71.30	-45.20
29.37	-68.39	-58.70
21.99	-63.82	-72.52
0.48	-73.99	-61.43
13.57	-57.35	-84.74
7.15	-66.01	-73.21
-7.11	-67.21	-71.93
-15.05	-60.14	-79.94
42.26	-75.73	1.73
60.55	-58.84	10.59
51.78	-68.18	6.05
49.65	-70.55	-6.30
55.72	-63.09	-14.89
73.80	-35.63	19.28
67.97	-47.73	15.01
78.31	-11.12	26.27
77.73	-23.27	23.18
78.16	-27.61	11.31
80.42	-18.15	3.32
77.38	-31.04	-1.48
63.86	-53.25	-10.60
61.35	-54.99	-23.74
66.23	-51.01	2.23
71.27	-42.62	-6.14
74.94	-33.42	-14.44
66.08	-46.30	-32.47
76.97	-23.47	-22.86
71.81	-35.25	-27.57
69.09	-36.90	-40.68
69.91	-27.40	-48.41
76.92	-0.17	29.65
79.74	-2.18	19.47
78.74	21.08	16.12
81.01	19.60	3.76
80.52	8.25	11.97
81.35	-4.85	7.88
81.92	-7.75	-4.82
80.79	-10.54	-18.27
77.41	-13.03	-31.71
75.66	-1.60	-40.98
73.49	-15.65	-44.67
69.70	-18.68	-57.13
74.34	10.72	34.09
65.22	33.49	44.24
70.53	22.06	39.12
75.27	21.92	27.90
75.43	33.50	20.83
50.90	54.99	53.64
58.75	44.64	49.31
32.52	72.09	60.22
42.09	64.34	57.18
49.77	66.99	47.37
46.99	79.06	39.83
56.33	68.65	35.43
70.68	45.73	25.87
74.10	44.84	12.98
65.62	45.72	38.20
64.18	57.50	30.75
62.28	69.17	22.49
70.98	55.56	4.38
59.11	79.94	12.71
65.44	67.72	8.69
28.60	83.41	54.53
15.01	104.72	36.59
22.79	95.13	47.00
35.98	88.33	43.83
42.61	90.51	30.76
-2.17	117.64	10.40
6.42	112.54	24.19
37.29	101.80	20.09
49.82	91.53	16.51
22.63	109.64	23.03
30.69	111.84	7.71
55.79	90.21	1.59
-65.61	-11.37	-77.97
-47.55	-37.40	-87.56
-57.27	-25.72	-83.98
-24.40	-53.76	-85.37
-36.20	-47.28	-88.38
-34.45	-33.86	-95.84
-19.23	-29.95	-98.96
-30.52	-19.01	-96.16
-54.95	-9.76	-87.47
-40.89	-6.90	-91.73
-25.73	-3.79	-93.18
-10.56	-0.50	-93.11
-11.54	-52.45	-91.85
19.74	-46.83	-95.53
3.89	-50.21	-95.26
-7.55	-40.03	-99.21
-3.39	-26.17	-99.52
49.54	-38.06	-87.53
35.64	-43.37	-93.35
65.19	-23.76	-68.66
59.35	-31.19	-79.13
52.52	-23.18	-89.98
54.16	-6.41	-87.70
41.72	-12.75	-93.08
12.40	-22.43	-98.70
0.55	-11.52	-96.53
24.43	-33.30	-98.55
27.62	-18.04	-96.64
29.91	-2.29	-92.45
69.46	-9.28	-68.57
-1.16	-26.86	74.85
-5.96	-24.41	75.07
-1.29	-21.70	76.26
-10.39	-33.79	70.94
-15.95	-30.59	70.18
-10.88	-27.44	72.94
-10.90	-21.20	74.69
-15.95	-17.52	73.77
-10.48	-14.83	75.98
-20.85	-40.79	65.09
-26.67	-37.11	64.14
-21.24	-33.81	67.17
-31.75	-47.49	58.20
-37.58	-43.44	57.24
-32.13	-40.29	60.78
-32.18	-33.07	62.88
-37.39	-28.85	61.54
-32.04	-25.94	64.75
-21.29	-20.24	70.89
-20.94	-13.50	72.37
-21.40	-26.96	69.06
-26.63	-23.06	67.81
-31.66	-18.92	66.37
-25.81	-9.39	70.85
-20.28	-6.77	73.58
-36.43	-14.66	64.78
-31.15	-12.02	67.86
-30.53	-5.17	69.22
-35.12	-0.94	67.56
-29.84	1.63	70.53
-41.88	-52.91	49.65
-47.41	-48.66	48.59
-42.76	-46.28	53.21
-49.66	-56.01	39.14
-54.86	-52.05	38.11
-51.43	-50.55	43.48
-52.47	-44.23	47.17
-57.09	-39.62	45.37
-52.78	-37.25	50.14
-55.53	-57.63	28.40
-59.67	-53.64	27.15
-57.59	-53.05	32.61
-59.53	-57.88	18.67
-62.45	-54.52	17.22
-61.33	-54.12	22.00
-63.31	-49.55	25.34
-66.54	-45.36	23.05
-65.16	-44.30	28.69
-60.57	-41.58	40.07
-61.19	-34.90	43.22
-59.37	-47.73	36.53
-63.15	-43.06	34.38
-66.53	-38.35	31.92
-64.78	-30.02	40.63
-61.14	-27.82	45.85
-69.75	-33.60	29.24
-67.59	-31.92	35.02
-68.02	-25.12	37.86
-71.20	-20.20	35.04
-67.93	-18.12	40.42
-40.23	-3.49	64.45
-39.52	3.28	65.75
-41.67	-17.32	61.61
-40.99	-10.35	63.09
-45.28	-6.02	61.19
-50.19	-8.54	57.69
-49.22	-1.71	58.95
-42.74	-31.75	58.14
-42.29	-24.48	60.01
-42.93	-39.08	55.90
-47.92	-34.57	54.34
-52.56	-30.00	52.59
-51.19	-15.55	56.34
-54.96	-11.00	53.91
-46.91	-20.04	58.34
-51.97	-22.71	54.62
-56.77	-25.33	50.48
-59.62	-13.48	49.86
-58.49	-6.50	51.37
-60.51	-20.60	48.00
-64.05	-15.86	45.40
-67.19	-11.09	42.62
-43.65	7.49	63.69
-38.73	10.03	66.95
-52.83	2.61	56.51
-48.31	4.98	60.18
-47.46	11.63	61.34
-50.98	15.73	58.87
-46.62	18.23	62.40
-61.79	-1.98	48.78
-57.31	0.28	52.73
-69.64	-6.17	39.50
-65.91	-4.15	44.41
-64.58	2.65	46.03
-66.81	7.44	43.00
-63.17	9.25	47.46
-55.09	13.39	55.14
-53.97	19.71	56.15
-56.19	6.91	54.00
-59.14	11.23	51.37
-61.54	15.60	48.57
-56.43	23.58	53.19
-52.92	25.86	56.85
-63.44	20.07	45.62
-59.90	21.64	49.46
-58.50	27.33	50.29
-60.09	30.94	47.63
-57.47	32.51	50.92
3.63	-28.17	74.34
-0.13	-32.24	72.99
7.49	-39.16	70.04
3.10	-44.09	67.93
1.36	-38.08	70.76
-4.59	-36.32	71.13
-9.52	-40.25	68.63
11.78	-50.97	63.34
6.95	-56.09	60.60
5.01	-50.16	64.56
15.83	-62.21	54.47
10.70	-66.68	50.91
8.88	-61.70	56.08
1.87	-60.81	57.47
-3.35	-64.84	53.76
-5.16	-59.32	58.47
-8.32	-46.74	65.81
-14.72	-44.08	65.73
-1.72	-48.81	65.44
-6.85	-53.17	62.47
-12.10	-57.05	58.88
-20.06	-47.65	62.35
-17.44	-60.56	54.95
-18.93	-54.34	59.01
-25.52	-51.14	58.80
-30.86	-54.32	54.87
19.14	-70.90	43.13
13.99	-74.49	39.19
12.38	-70.89	45.17
21.79	-76.75	30.84
16.81	-79.61	26.92
15.45	-77.39	33.05
8.88	-77.42	34.97
3.89	-79.75	30.49
2.14	-76.91	36.54
23.92	-80.39	18.87
19.47	-82.55	15.23
18.16	-81.36	20.94
25.62	-82.32	8.48
22.20	-83.66	5.24
20.78	-83.31	9.96
15.26	-83.92	11.27
11.23	-84.94	6.92
9.25	-84.21	12.50
5.62	-81.95	24.38
-0.96	-81.40	25.81
12.03	-81.92	22.79
7.43	-83.33	18.35
2.95	-84.40	13.76
-5.66	-82.69	20.98
-7.67	-80.60	27.07
-1.39	-85.48	8.93
-3.55	-84.33	14.93
-10.21	-83.79	16.03
-14.67	-84.48	10.91
-16.92	-82.59	16.98
-29.44	-60.49	50.69
-35.90	-56.93	50.40
-15.68	-66.09	50.19
-22.68	-63.56	50.61
-27.62	-65.84	45.79
-25.54	-70.37	40.36
-32.14	-67.35	40.55
-1.50	-69.44	48.28
-8.59	-68.10	49.44
5.49	-70.39	46.88
0.36	-73.44	42.49
-4.72	-76.03	37.90
-18.68	-72.83	39.85
-23.38	-74.26	34.70
-13.72	-70.73	44.75
-11.70	-74.73	38.99
-9.67	-78.04	33.10
-21.18	-77.40	28.85
-27.83	-75.04	29.45
-14.44	-79.35	28.11
-19.05	-80.12	22.96
-23.51	-80.60	17.78
-40.32	-58.75	45.30
-36.36	-68.39	35.23
-38.36	-63.82	40.39
-44.14	-59.93	39.87
-47.60	-60.81	34.46
-32.05	-75.41	24.22
-34.29	-72.33	29.87
-27.81	-80.65	12.59
-29.91	-78.16	18.44
-36.08	-75.44	19.03
-39.90	-75.11	13.91
-41.87	-72.42	19.45
-45.70	-65.31	29.69
-50.80	-61.47	29.21
-40.26	-69.03	29.95
-43.84	-69.22	24.72
-47.20	-69.02	19.63
-53.67	-61.78	24.14
-50.31	-68.30	14.73
-52.01	-65.39	19.64
-56.13	-61.55	19.35
-58.17	-60.75	15.01
6.38	-23.74	75.32
8.87	-28.47	73.66
17.32	-22.49	73.52
20.47	-27.84	71.30
14.58	-28.31	72.69
11.33	-33.89	71.57
13.78	-39.65	68.92
28.87	-20.75	69.88
32.12	-26.29	67.10
26.34	-27.13	69.43
40.12	-18.78	64.93
43.56	-24.43	62.00
37.87	-25.35	64.60
35.39	-32.03	64.10
38.67	-38.00	60.97
32.47	-38.63	63.22
20.08	-39.58	67.35
16.18	-45.46	65.62
23.44	-33.43	68.57
26.26	-39.14	65.31
28.99	-45.00	61.71
18.48	-51.31	61.77
31.56	-50.82	57.65
25.07	-51.22	59.87
20.68	-57.09	57.53
22.64	-62.26	52.50
50.60	-16.64	58.92
53.97	-22.13	55.65
48.97	-23.37	59.04
59.88	-14.24	51.84
63.01	-19.38	48.38
58.67	-20.82	52.09
57.15	-27.53	51.97
59.75	-32.60	47.61
55.18	-34.29	51.40
67.73	-11.68	44.29
70.20	-16.13	40.71
66.89	-17.82	44.55
73.47	-9.02	36.89
75.22	-12.20	33.65
73.01	-14.27	37.00
72.38	-20.11	36.67
74.19	-23.66	32.10
71.27	-26.30	35.90
64.00	-30.74	43.70
61.77	-37.25	42.62
65.77	-24.26	44.39
67.89	-28.66	39.79
69.38	-32.56	34.66
63.42	-41.52	37.24
59.09	-43.71	41.17
70.47	-36.05	29.14
67.22	-38.99	33.23
64.54	-45.39	31.56
64.93	-48.55	25.44
61.18	-51.46	29.53
29.20	-61.77	50.08
24.31	-66.72	46.84
37.93	-50.20	55.19
33.79	-56.22	52.84
35.53	-60.88	47.32
41.52	-59.68	44.27
36.83	-64.82	41.35
44.66	-37.08	58.28
41.64	-43.81	57.07
47.01	-30.19	58.82
50.17	-35.82	55.03
52.61	-40.98	50.34
45.80	-53.92	46.79
47.09	-58.07	40.90
44.00	-49.16	52.26
49.47	-47.56	48.79
54.45	-45.69	45.02
52.21	-56.15	37.28
47.98	-61.71	34.81
55.90	-50.07	39.39
56.93	-54.00	33.51
57.39	-57.24	27.31
25.71	-70.47	40.81
37.81	-68.21	35.19
31.96	-69.56	38.15
26.91	-73.60	34.65
27.87	-75.90	28.45
48.52	-64.87	28.58
43.37	-66.69	32.01
57.42	-59.96	21.01
53.20	-62.60	24.90
48.67	-67.44	22.31
48.40	-69.35	16.03
43.93	-71.63	19.60
33.60	-74.85	25.79
28.65	-77.76	22.37
38.55	-71.07	28.99
38.98	-73.41	22.82
39.09	-75.25	16.82
29.30	-79.45	16.62
38.85	-76.60	10.99
34.29	-78.20	14.01
29.71	-80.59	11.26
29.67	-81.23	6.36
3.36	-19.78	76.57
8.45	-18.55	76.26
6.41	-8.31	78.15
12.24	-6.70	77.49
10.41	-12.78	77.04
14.00	-17.49	75.45
19.74	-16.45	74.14
9.74	4.24	79.13
15.80	5.90	77.85
13.98	-0.41	77.61
13.30	17.03	79.73
19.60	18.57	78.25
17.70	12.22	78.12
21.79	7.36	76.17
27.67	8.70	74.23
25.72	2.42	74.13
21.88	-10.21	74.43
25.49	-15.39	72.36
18.03	-5.21	76.03
23.81	-3.89	74.26
29.55	-2.69	72.29
31.14	-14.33	70.15
35.12	-1.55	69.97
33.24	-7.95	70.24
36.73	-13.31	67.74
42.12	-12.26	65.03
16.90	29.97	79.23
23.13	31.34	77.21
21.43	24.94	78.01
20.12	42.67	76.69
26.10	43.79	74.25
24.73	37.68	75.98
29.13	32.64	74.80
34.69	33.80	71.90
33.27	27.56	73.22
22.87	54.32	72.53
28.27	55.08	69.88
27.25	49.58	72.15
25.14	64.25	67.86
29.43	65.13	65.54
29.06	60.29	67.65
33.26	56.08	66.97
38.00	57.28	63.72
37.52	51.58	65.93
35.84	39.85	70.08
39.90	34.87	68.52
31.63	44.78	71.33
36.79	45.78	68.07
41.73	46.88	64.61
44.95	35.92	64.98
43.81	29.80	66.69
46.43	47.96	60.68
45.85	41.97	62.99
49.78	36.90	61.08
54.28	37.77	56.72
53.35	31.63	58.79
43.94	-5.80	64.86
47.23	-11.18	61.97
36.95	4.81	69.64
40.51	-0.46	67.37
45.67	0.60	64.42
47.38	6.91	63.82
50.54	1.63	61.03
29.63	14.99	74.18
33.34	9.95	71.94
25.67	19.95	76.28
31.51	21.27	73.92
37.16	22.47	71.32
44.10	12.15	66.40
49.11	13.17	63.01
38.83	11.09	69.35
40.74	17.32	68.98
42.45	23.60	68.12
50.70	19.36	61.89
53.83	14.07	59.24
47.35	24.61	64.39
52.15	25.49	60.49
56.69	26.27	56.30
52.08	-10.10	58.61
55.11	2.59	57.31
53.57	-3.67	58.01
56.69	-8.98	54.98
61.03	-7.90	51.29
58.35	14.84	55.24
56.72	8.75	56.39
60.81	26.91	51.71
59.82	20.86	53.75
62.54	15.47	51.01
66.35	15.93	46.51
65.03	10.07	48.23
62.34	-1.79	50.60
65.07	-6.85	47.53
59.55	3.46	53.52
63.68	4.20	49.56
67.44	4.78	45.47
68.68	-5.87	43.74
70.71	5.18	41.15
69.71	-0.29	42.72
71.66	-4.98	39.83
74.08	-4.36	35.98
-0.49	-16.18	77.35
-9.71	-8.35	76.87
-4.96	-12.37	77.46
0.67	-10.19	78.12
2.03	-3.94	78.80
-19.49	-0.01	74.66
-14.59	-4.23	75.96
-29.01	8.43	71.78
-24.33	4.20	73.34
-18.53	6.72	75.81
-17.42	13.49	76.72
-12.48	9.15	77.90
-2.65	0.42	78.97
3.54	2.44	79.43
-8.70	-1.80	77.78
-7.55	4.79	78.63
-6.21	11.40	79.45
5.13	8.87	80.03
-4.74	18.06	80.05
0.27	13.47	80.37
6.81	15.36	80.42
8.59	21.87	80.61
-37.92	16.79	68.00
-33.57	12.64	70.01
-45.64	24.76	63.06
-41.96	20.85	65.69
-36.93	23.52	68.69
-35.71	30.21	68.78
-31.51	26.22	71.39
-51.97	31.88	57.18
-48.99	28.46	60.21
-56.86	37.39	50.74
-54.60	34.94	54.01
-51.16	37.82	57.03
-50.48	43.82	56.45
-47.17	40.90	59.97
-39.76	34.01	66.05
-34.43	36.86	68.56
-44.63	31.21	63.30
-43.58	37.62	63.12
-42.66	44.07	62.71
-33.22	43.53	68.22
-28.76	39.69	71.00
-41.79	50.61	62.02
-37.58	47.19	65.28
-32.04	50.27	67.64
-30.74	57.04	66.64
-26.04	53.22	69.74
3.62	26.70	80.75
10.35	28.41	80.35
-9.73	22.61	79.21
-3.13	24.77	80.44
-1.42	31.49	80.28
-6.47	36.15	79.10
0.32	38.13	79.64
-22.29	17.81	75.36
-16.11	20.28	77.39
-28.12	15.24	72.86
-27.01	22.07	73.62
-25.68	28.90	73.81
-13.10	33.90	77.80
-11.41	40.66	77.25
-14.67	27.09	77.77
-19.53	31.49	75.99
-24.24	35.71	73.70
-16.32	45.01	75.05
-9.68	47.32	76.33
-22.74	42.45	73.28
-21.21	49.20	72.55
-19.60	55.92	71.46
12.09	34.99	79.69
2.11	44.68	78.57
7.13	39.88	79.46
13.77	41.39	78.48
15.40	47.62	76.86
-7.89	53.86	75.09
-2.91	49.34	77.12
-17.80	62.54	69.89
-12.86	58.26	72.66
-5.96	60.23	73.36
-3.90	66.43	71.20
0.92	61.85	73.51
10.61	52.46	76.42
16.97	53.51	74.82
3.91	51.10	77.19
5.76	57.19	75.27
7.72	62.91	72.85
18.48	58.90	72.30
9.90	68.32	70.22
14.17	63.51	71.51
20.04	63.89	69.84
21.78	68.27	67.35
-58.96	38.82	47.19
-56.51	42.49	49.69
-58.64	49.15	43.05
-55.68	53.69	45.80
-56.12	47.96	48.01
-53.47	46.19	52.48
-49.81	49.89	55.30
-57.77	60.70	37.26
-54.15	65.71	40.01
-55.06	59.62	43.14
-55.95	72.93	30.07
-51.48	78.19	32.69
-52.94	71.91	36.50
-50.10	70.70	42.87
-45.47	75.55	45.63
-46.99	69.02	48.84
-49.01	56.07	53.62
-45.59	53.59	58.11
-52.23	58.11	48.67
-48.14	62.48	51.49
-43.49	66.74	54.24
-40.75	57.21	60.77
-38.09	70.73	56.66
-39.52	63.88	58.97
-35.27	60.63	63.09
-29.18	63.78	65.05
-52.70	85.27	21.69
-47.34	90.58	24.11
-49.60	84.39	28.52
-48.29	98.06	12.20
-42.08	103.14	14.34
-44.79	96.81	19.37
-41.21	95.42	26.14
-34.72	99.85	27.87
-37.82	93.99	32.79
-41.30	108.32	1.33
-34.58	111.39	2.77
-38.70	108.37	8.72
-27.79	113.88	3.54
-20.86	115.77	3.76
-24.69	114.67	10.51
-31.56	105.67	22.69
-27.89	103.66	29.30
-35.32	107.48	15.92
-28.27	111.02	16.97
-20.97	113.37	17.44
-20.71	106.62	30.27
-24.35	101.69	35.94
-13.49	114.61	17.52
-17.11	111.09	24.17
-13.20	108.52	30.78
-5.38	109.43	30.95
-9.19	105.73	37.30
-27.42	70.60	62.96
-22.67	66.67	66.67
-36.27	77.51	53.75
-32.01	74.31	58.71
-25.29	77.37	60.24
-22.79	84.03	56.93
-18.21	79.95	61.42
-43.37	81.94	41.80
-40.06	80.10	48.09
-46.40	83.24	35.18
-40.74	88.03	37.46
-34.57	92.49	39.50
-27.18	87.66	51.84
-19.95	90.47	53.11
-33.92	84.17	50.16
-31.16	90.58	46.02
-27.92	96.43	41.26
-16.71	96.50	48.67
-12.34	92.56	54.00
-20.69	99.45	42.49
-13.03	101.50	43.23
-5.00	102.56	43.57
-15.79	69.11	67.83
-10.87	81.96	62.19
-13.50	75.59	65.25
-8.72	71.02	68.45
-1.55	72.50	68.70
-4.44	93.70	54.30
-7.84	88.08	58.64
3.18	102.64	43.47
-0.70	98.69	49.27
3.58	93.91	54.09
11.44	93.25	53.43
7.71	88.69	58.13
1.16	78.19	65.64
